D_2;D_3;1;28
D_2;S_3;1;101
D_2;S_2;0;63
D_2;S_4;0;103
D_2;D_13;0;112
D_2;T_1;0;25
D_2;S_7;0;45
D_2;D_11;0;37
D_2;D_6;0;97
D_2;S_1;0;67
D_2;D_8;0;196
D_2;D_5;0;120
D_2;D_4;0;199
D_2;D_15;0;67
D_3;D_14;1;184
D_3;D_17;0;35
D_3;S_5;0;144
D_3;D_6;0;104
D_3;D_16;0;193
D_3;D_9;0;111
D_3;S_2;0;106
D_3;S_9;0;199
D_3;D_4;0;130
D_3;S_7;0;149
D_14;S_6;1;150
D_14;D_11;0;178
D_14;S_7;0;190
D_14;S_2;0;141
D_14;D_4;0;36
D_14;D_8;0;49
D_14;S_3;0;27
S_6;S_9;1;156
S_6;T_1;0;144
S_6;D_10;0;191
S_6;S_8;0;141
S_6;S_2;0;51
S_6;S_5;0;42
S_6;S_1;0;200
S_6;D_8;0;51
S_9;D_10;1;156
S_9;D_6;0;124
S_9;D_11;0;132
S_9;D_13;0;87
S_9;S_5;0;174
S_9;D_12;0;42
S_9;S_4;0;67
S_9;D_15;0;67
D_10;D_1;1;57
D_10;S_5;0;141
D_10;D_4;0;23
D_10;S_7;0;160
D_10;D_12;0;103
D_10;D_11;0;79
D_1;D_17;1;63
D_1;D_6;0;125
D_1;D_4;0;130
D_17;D_9;1;169
D_17;S_1;0;52
D_17;S_5;0;47
D_17;D_5;0;51
D_17;S_2;0;135
D_17;S_3;0;182
D_17;T_3;0;57
D_9;T_1;1;96
D_9;T_3;0;67
D_9;D_4;0;85
D_9;S_1;0;186
D_9;D_13;0;195
D_9;D_6;0;71
D_9;S_4;0;155
D_9;S_5;0;96
D_9;T_2;0;107
T_1;S_7;1;139
T_1;D_7;0;119
T_1;D_4;0;99
S_7;D_5;1;58
S_7;D_15;0;74
S_7;S_5;0;71
S_7;D_11;0;75
S_7;T_3;0;141
D_5;S_1;1;169
D_5;D_6;0;21
S_1;D_16;1;56
S_1;S_5;0;36
S_1;D_18;0;161
D_16;S_3;1;30
D_16;D_18;0;58
S_3;D_18;0;57
S_3;D_8;0;194
S_3;D_12;0;134
D_13;D_11;0;114
D_13;S_4;0;26
D_13;D_7;0;122
S_8;S_5;0;76
S_2;S_4;0;119
S_2;D_7;0;171
S_2;D_4;0;40
S_2;D_12;0;42
S_2;D_8;0;37
D_15;D_4;0;133
D_15;D_18;0;46
D_15;T_2;0;26
D_7;S_5;0;143
D_7;D_8;0;71
D_11;S_4;0;188
D_8;D_12;0;89
D_8;T_3;0;54
D_8;D_6;0;130
D_4;D_18;0;150
D_4;S_5;0;164
D_6;T_3;0;112
S_5;D_12;0;105
S_5;S_4;0;91
S_4;D_12;0;118
