D6;S5;1;27
D6;S9;1;189
D6;D4;1;132
D6;D15;0;58
D6;S6;0;47
D6;D7;1;78
D6;S1;0;173
D6;D9;0;106
D6;T1;0;143
D6;D11;1;118
D11;S3;1;199
D11;S7;1;92
D11;T2;0;154
D11;D15;0;27
D11;D12;1;120
D11;D13;0;26
D11;D18;0;65
D11;S4;1;139
D11;D2;0;88
D11;D8;1;81
D11;T1;0;35
S3;D3;1;43
S3;T3;0;79
S3;T1;0;163
S3;D16;0;55
S3;D5;0;153
S3;D2;0;51
S3;D15;0;41
D3;S8;1;30
D3;D10;1;31
D3;S4;1;184
D3;D16;0;50
D3;D5;0;178
S7;D7;1;129
S5;S2;1;68
S5;D10;1;149
S5;D1;0;182
S5;S8;1;200
S5;D18;0;69
T3;D1;0;101
T3;D17;0;109
T3;D7;0;95
T3;S4;0;57
T3;D2;0;125
S9;D8;1;81
D14;D4;0;177
D14;D12;0;128
D14;D7;0;182
D14;S8;0;42
T2;D17;0;42
D4;S8;0;55
D4;D10;0;57
D15;D12;0;183
S2;D8;1;151
S2;D16;0;74
S2;D5;0;126
S2;D13;0;123
S2;D10;0;179
D12;D8;1;174
S6;D5;0;176
T1;D7;0;107
S4;S8;0;184
D7;D16;0;71
D17;D2;0;171
D17;S1;0;138
D9;D16;0;24
D16;S8;0;60
