D_7;T_2;1;81
D_7;S_8;1;90
D_7;D_3;1;89
D_7;D_18;1;15
D_7;D_10;1;52
D_7;S_4;1;36
T_2;S_1;1;91
T_2;S_8;1;29
T_2;T_3;1;14
T_2;D_16;1;81
T_2;D_3;1;57
T_2;D_11;1;49
T_2;D_15;1;72
T_2;S_4;1;26
S_1;S_8;1;15
S_1;T_3;1;23
S_1;D_16;1;28
S_1;D_11;1;15
S_1;D_13;1;13
S_1;D_15;1;46
S_8;T_3;1;36
S_8;D_11;1;59
S_8;D_13;1;64
S_8;D_15;1;58
S_8;S_4;1;57
T_3;D_16;1;40
T_3;D_3;1;84
T_3;D_2;1;57
T_3;D_11;1;63
T_3;D_13;1;49
T_3;T_1;1;72
T_3;S_4;1;58
D_16;D_3;1;40
D_16;D_2;1;53
D_16;D_13;1;91
D_16;D_10;1;83
D_3;D_2;1;26
D_3;D_11;1;58
D_3;D_13;1;58
D_3;D_15;1;52
D_3;D_18;1;16
D_3;S_4;1;18
D_2;D_11;1;80
D_2;D_13;1;32
D_2;D_15;1;36
D_2;D_18;1;71
D_2;T_1;1;54
D_2;S_4;1;29
D_11;D_13;1;12
D_11;D_15;1;57
D_11;T_1;1;22
D_11;S_4;1;76
D_13;D_15;1;56
D_13;S_4;1;85
D_15;D_18;1;48
D_15;T_1;1;57
D_18;D_10;1;77
D_10;T_1;1;93
T_1;S_4;1;23
D_1;S_3;0;40
D_1;D_12;0;57
D_1;S_5;0;83
D_1;D_4;0;56
D_1;S_9;0;89
D_1;S_7;0;78
D_1;D_6;0;42
S_3;D_8;0;98
S_3;D_12;0;75
S_3;D_4;0;97
S_3;D_5;0;80
S_3;D_17;0;60
S_3;S_7;0;89
S_3;D_14;0;70
D_8;D_12;0;55
D_8;S_5;0;36
D_8;D_5;0;29
D_8;S_9;0;66
D_8;D_17;0;89
D_8;S_7;0;58
D_8;S_2;0;49
D_8;S_6;0;79
D_12;S_5;0;25
D_12;D_4;0;55
D_12;S_9;0;28
D_12;D_17;0;98
D_12;D_9;0;84
S_5;D_4;0;50
S_5;D_5;0;28
S_5;S_2;0;29
S_5;D_14;0;78
S_5;D_6;0;54
S_5;D_9;0;20
D_4;D_5;0;43
D_4;D_17;0;95
D_4;S_7;0;85
D_4;S_2;0;60
D_4;D_14;0;62
D_4;D_6;0;62
D_4;S_6;0;82
D_4;D_9;0;17
D_5;S_9;0;40
D_5;S_7;0;60
D_5;D_14;0;58
D_5;D_6;0;21
D_5;S_6;0;90
D_5;D_9;0;54
S_9;D_17;0;16
S_9;S_2;0;43
S_9;S_6;0;12
S_9;D_9;0;81
D_17;S_7;0;44
D_17;S_2;0;36
D_17;S_6;0;57
S_7;S_2;0;35
S_7;S_6;0;58
S_2;D_14;0;55
S_2;D_6;0;67
S_2;D_9;0;36
D_14;D_6;0;18
D_14;D_9;0;75
D_6;S_6;0;89
S_6;D_9;0;56
